SP,GD,NUM_MUT,DROPPED_PAIRS,SEQS,IUCN,IUCN_fact,IUCN_bin,IUCN_cr.en_1,taxonid,scientific_name,kingdom,phylum,class,order,family,genus,category,population_trend,marine_system,freshwater_system,terrestrial_system
Larus argentatus,0.005139561,10538,746,72,LC,1,0,0,62030608,Larus argentatus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Larus,LC,Decreasing,TRUE,TRUE,TRUE
Larus cachinnans,0.005885471,1415,542,34,LC,1,0,0,22735929,Larus cachinnans,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Larus,LC,Increasing,TRUE,TRUE,TRUE
Larus canus,0.004690799,838,38,20,LC,1,0,0,22694308,Larus canus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Larus,LC,Unknown,TRUE,TRUE,TRUE
Larus crassirostris,0.00075,6,16,6,LC,1,0,0,22694289,Larus crassirostris,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Larus,LC,Stable,TRUE,FALSE,TRUE
Larus dominicanus,0.00349127,842,84,23,LC,1,0,0,22694329,Larus dominicanus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Larus,LC,Increasing,TRUE,TRUE,TRUE
Larus fuscus,0.004191062,723,228,25,LC,1,0,0,22694373,Larus fuscus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Larus,LC,Increasing,TRUE,TRUE,TRUE
Larus glaucescens,0.002397042,10,30,8,LC,1,0,0,22694334,Larus glaucescens,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Larus,LC,Increasing,TRUE,TRUE,TRUE
Larus heermanni,0.000824,34926,574,288,NT,2,0,0,22694296,Larus heermanni,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Larus,NT,Unknown,TRUE,FALSE,TRUE
Larus hyperboreus,0.004425405,1058,46,24,LC,1,0,0,22694343,Larus hyperboreus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Larus,LC,Stable,TRUE,FALSE,TRUE
Larus marinus,0.003718703,384,180,21,LC,1,0,0,22694324,Larus marinus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Larus,LC,Unknown,TRUE,FALSE,TRUE
Larus michahellis,0.002147925,252,60,17,LC,1,0,0,62030970,Larus michahellis,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Larus,LC,Increasing,TRUE,TRUE,TRUE
Larus occidentalis,0.000375,18,98,14,LC,1,0,0,22694337,Larus occidentalis,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Larus,LC,Increasing,TRUE,FALSE,TRUE
Larus schistisagus,0.00082,15,24,8,LC,1,0,0,22694362,Larus schistisagus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Larus,LC,Unknown,TRUE,FALSE,TRUE
Larus thayeri,0.001499813,36,48,10,LC,1,0,0,22729877,Larus glaucoides,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Larus,LC,Stable,TRUE,FALSE,TRUE
Leiothrix argentauris,0.005905926,64,8,6,LC,1,0,0,103878477,Leiothrix argentauris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Leiothrix,LC,Decreasing,FALSE,FALSE,TRUE
Lepidocolaptes affinis,0.006261302,5991,0,45,LC,1,0,0,103670723,Lepidocolaptes affinis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Lepidocolaptes,LC,Decreasing,FALSE,FALSE,TRUE
Lepidocolaptes angustirostris,0.002641262,89,124,15,LC,1,0,0,22703155,Lepidocolaptes angustirostris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Lepidocolaptes,LC,Increasing,FALSE,FALSE,TRUE
Lepidocolaptes lacrymiger,0,0,14,8,LC,1,0,0,22733132,Lepidocolaptes lacrymiger,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Lepidocolaptes,LC,Stable,FALSE,FALSE,TRUE
Lepidocolaptes souleyetii,0.017612398,565,18,10,LC,1,0,0,22703152,Lepidocolaptes souleyetii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Lepidocolaptes,LC,Decreasing,FALSE,FALSE,TRUE
Lepidothrix coronata,0.031942853,134995,11936,154,LC,1,0,0,22701012,Lepidothrix coronata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PIPRIDAE,Lepidothrix,LC,Decreasing,FALSE,FALSE,TRUE
Lepidothrix iris,0.001923115,943,0,32,VU,3,1,0,22701033,Lepidothrix iris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PIPRIDAE,Lepidothrix,VU,Decreasing,FALSE,FALSE,TRUE
Lepidothrix nattereri,0.004319742,10939,576,76,LC,1,0,0,22701050,Lepidothrix nattereri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PIPRIDAE,Lepidothrix,LC,Decreasing,FALSE,FALSE,TRUE
Lepidothrix vilasboasi,0.002253458,101,0,10,VU,3,1,0,22701040,Lepidothrix vilasboasi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PIPRIDAE,Lepidothrix,LC,Decreasing,FALSE,FALSE,TRUE
Leptopogon amaurocephalus,0.003088857,559,0,20,LC,1,0,0,22698813,Leptopogon amaurocephalus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Leptopogon,LC,Decreasing,FALSE,FALSE,TRUE
Leptotila verreauxi,0.025395772,554,0,7,LC,1,0,0,22690854,Leptotila verreauxi,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Leptotila,LC,Stable,FALSE,FALSE,TRUE
Leucopternis albicollis,0.01706723,1540,0,14,LC,1,0,0,22695786,Pseudastur albicollis,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Pseudastur,LC,Decreasing,FALSE,FALSE,TRUE
Leucopternis kuhli,0.004688226,72,0,6,LC,1,0,0,22695760,Leucopternis kuhli,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Leucopternis,LC,Decreasing,FALSE,FALSE,TRUE
Leucopternis melanops,0.01483141,429,0,8,LC,1,0,0,22695757,Leucopternis melanops,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Leucopternis,LC,Decreasing,FALSE,TRUE,TRUE
Leucopternis occidentalis,0,0,0,9,EN,4,1,1,22695789,Pseudastur occidentalis,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Pseudastur,EN,Decreasing,FALSE,FALSE,TRUE
Leucosticte tephrocotis,0.001298715,970,0,40,LC,1,0,0,22720482,Leucosticte tephrocotis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Leucosticte,LC,Stable,FALSE,FALSE,TRUE
Lewinia muelleri,0.000561,14,0,8,VU,3,1,0,22692529,Lewinia muelleri,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Lewinia,VU,Stable,FALSE,FALSE,TRUE
Lewinia pectoralis,0.002192327,88,20,11,LC,1,0,0,22692521,Lewinia pectoralis,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Lewinia,LC,Decreasing,TRUE,TRUE,TRUE
Liocichla phoenicea,0.017072623,205,28,9,LC,1,0,0,103878699,Liocichla phoenicea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Liocichla,LC,Decreasing,FALSE,FALSE,TRUE
Liocichla steerii,0.003452546,30,58,10,LC,1,0,0,22715775,Liocichla steerii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Liocichla,LC,Decreasing,FALSE,FALSE,TRUE
Locustella ochotensis,0.021499798,1578,0,12,LC,1,0,0,22714669,Helopsaltes ochotensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LOCUSTELLIDAE,Helopsaltes,LC,Decreasing,FALSE,TRUE,TRUE
Locustella pleskei,0.002021522,204,0,14,VU,3,1,0,22714674,Helopsaltes pleskei,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LOCUSTELLIDAE,Helopsaltes,VU,Decreasing,FALSE,TRUE,TRUE
Locustella pryeri,0.00669719,306,0,10,NT,2,0,0,22715480,Helopsaltes pryeri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LOCUSTELLIDAE,Helopsaltes,NT,Decreasing,FALSE,TRUE,TRUE
Lonchura castaneothorax,0.005123854,5798,0,45,LC,1,0,0,22719886,Lonchura castaneothorax,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Lonchura,LC,Stable,FALSE,TRUE,TRUE
Lonchura flaviprymna,0.002430252,125,0,10,LC,1,0,0,22719882,Lonchura flaviprymna,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Lonchura,LC,Stable,FALSE,TRUE,TRUE
Lonchura forbesi,0.000311,16,0,10,LC,1,0,0,22719876,Lonchura forbesi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Lonchura,LC,Stable,FALSE,FALSE,TRUE
Lonchura grandis,0.006999125,1520,0,20,LC,1,0,0,22719857,Lonchura grandis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Lonchura,LC,Stable,FALSE,TRUE,TRUE
Lonchura hunsteini,0,0,0,6,LC,1,0,0,105968299,Lonchura hunsteini,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Lonchura,LC,Stable,FALSE,FALSE,TRUE
Lonchura melaena,0.001325592,100,0,12,LC,1,0,0,22719904,Lonchura melaena,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Lonchura,LC,Stable,FALSE,TRUE,TRUE
Lonchura nevermanni,0.001905317,98,0,10,LC,1,0,0,22719867,Lonchura nevermanni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Lonchura,LC,Stable,FALSE,TRUE,TRUE
Lonchura spectabilis,0.001092749,316,0,23,LC,1,0,0,22719870,Lonchura spectabilis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Lonchura,LC,Stable,FALSE,FALSE,TRUE
Lophorina superba,0.0177471,12599,0,40,LC,1,0,0,181524349,Lophorina superba,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADISAEIDAE,Lophorina,LC,Decreasing,FALSE,FALSE,TRUE
Lophura nycthemera,0.013617723,133935,270,137,LC,1,0,0,22679220,Lophura nycthemera,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Lophura,LC,Decreasing,FALSE,FALSE,TRUE
Loxia curvirostra,0.007998317,616,0,13,LC,1,0,0,22720646,Loxia curvirostra,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Loxia,LC,Stable,FALSE,FALSE,TRUE
Loxigilla noctis,0.00690855,409,0,12,LC,1,0,0,22734677,Loxigilla noctis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Loxigilla,LC,Stable,FALSE,FALSE,TRUE
Loxops coccineus,0.001084991,6,42,8,EN,4,1,1,103823991,Loxops coccineus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Loxops,EN,Decreasing,FALSE,FALSE,TRUE
Luscinia brunnea,0.002654504,294,0,15,LC,1,0,0,22709727,Larvivora brunnea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Larvivora,LC,Decreasing,FALSE,FALSE,TRUE
Luscinia calliope,0.009683986,225155,0,209,LC,1,0,0,22709701,Calliope calliope,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Calliope,LC,Stable,FALSE,TRUE,TRUE
Luscinia cyane,0.014647711,306,0,7,LC,1,0,0,22709730,Larvivora cyane,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Larvivora,LC,Decreasing,FALSE,FALSE,TRUE
Luscinia pectardens,0.00343369,55,0,6,NT,2,0,0,22709724,Calliope pectardens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Calliope,NT,Decreasing,FALSE,TRUE,TRUE
Luscinia pectoralis,0.026086117,4990,0,20,LC,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luscinia svecica,0.003069418,11352,4556,151,LC,1,0,0,22709707,Cyanecula svecica,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Cyanecula,LC,Stable,TRUE,TRUE,TRUE
Macronectes giganteus,0.007808754,620,0,15,LC,1,0,0,22697852,Macronectes giganteus,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Macronectes,LC,Increasing,TRUE,FALSE,TRUE
Macronectes halli,0.00357565,121,0,10,LC,1,0,0,22697859,Macronectes halli,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Macronectes,LC,Increasing,TRUE,FALSE,TRUE
Malacocincla malaccensis,0.030835225,52275,2900,79,NT,2,0,0,22715834,Pellorneum malaccense,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PELLORNEIDAE,Pellorneum,NT,Decreasing,FALSE,FALSE,TRUE
Malacoptila fulvogularis,0.012523668,334,0,8,LC,1,0,0,22682286,Malacoptila fulvogularis,ANIMALIA,CHORDATA,AVES,PICIFORMES,BUCCONIDAE,Malacoptila,LC,Decreasing,FALSE,FALSE,TRUE
Malacoptila fusca,0.018229428,5485,0,26,LC,1,0,0,22682277,Malacoptila fusca,ANIMALIA,CHORDATA,AVES,PICIFORMES,BUCCONIDAE,Malacoptila,LC,Stable,FALSE,TRUE,TRUE
Malacoptila rufa,0.032910668,127323,0,95,LC,1,0,0,22682289,Malacoptila rufa,ANIMALIA,CHORDATA,AVES,PICIFORMES,BUCCONIDAE,Malacoptila,LC,Decreasing,FALSE,TRUE,TRUE
Malacoptila semicincta,0.002933417,837,0,25,LC,1,0,0,22682280,Malacoptila semicincta,ANIMALIA,CHORDATA,AVES,PICIFORMES,BUCCONIDAE,Malacoptila,LC,Decreasing,FALSE,FALSE,TRUE
Malacoptila striata,0.028596567,931,0,9,NT,2,0,0,45359046,Malacoptila striata,ANIMALIA,CHORDATA,AVES,PICIFORMES,BUCCONIDAE,Malacoptila,LC,Decreasing,FALSE,FALSE,TRUE
Megalaima haemacephala,0.019586083,4581,42,22,LC,1,0,0,22681681,Psilopogon haemacephalus,ANIMALIA,CHORDATA,AVES,PICIFORMES,MEGALAIMIDAE,Psilopogon,LC,Increasing,FALSE,FALSE,TRUE
Megapodius reinwardt,0.007056382,293,0,11,LC,1,0,0,22734302,Megapodius reinwardt,ANIMALIA,CHORDATA,AVES,GALLIFORMES,MEGAPODIIDAE,Megapodius,LC,Stable,FALSE,FALSE,TRUE
Megascops asio,0.012053817,651,220,21,LC,1,0,0,155660662,Megascops asio,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,LC,Decreasing,FALSE,FALSE,TRUE
Megascops atricapilla,0.009054363,73,24,7,LC,1,0,0,22731897,Megascops atricapilla,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,LC,Stable,FALSE,FALSE,TRUE
Megascops choliba,0.010600064,131,50,10,LC,1,0,0,22688774,Megascops choliba,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,LC,Decreasing,FALSE,FALSE,TRUE
Megascops guatemalae,0.062669743,2179,72,13,LC,1,0,0,61767847,Megascops guatemalae,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,LC,Decreasing,FALSE,FALSE,TRUE
Megascops hoyi,0.016523156,190,40,9,LC,1,0,0,22733712,Megascops hoyi,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,LC,Decreasing,FALSE,FALSE,TRUE
Megascops kennicottii,0.020891955,375,26,9,LC,1,0,0,22688747,Megascops kennicottii,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,LC,Decreasing,FALSE,FALSE,TRUE
Megascops watsonii,0.038081161,260,16,6,LC,1,0,0,22688856,Megascops watsonii,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Megascops,LC,Decreasing,FALSE,FALSE,TRUE
Melanerpes aurifrons,0.025184159,1783,20,14,LC,1,0,0,22680862,Melanerpes aurifrons,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Melanerpes,LC,Stable,FALSE,FALSE,TRUE
Melanerpes carolinus,0.008121129,381,0,10,LC,1,0,0,22680856,Melanerpes carolinus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Melanerpes,LC,Increasing,FALSE,TRUE,TRUE
Melanerpes erythrocephalus,0.000593,9,0,6,NT,2,0,0,22680810,Melanerpes erythrocephalus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Melanerpes,LC,Decreasing,FALSE,FALSE,TRUE
Melanerpes formicivorus,0.00791772,5381,0,48,LC,1,0,0,22680813,Melanerpes formicivorus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Melanerpes,LC,Increasing,FALSE,FALSE,TRUE
Melanerpes pucherani,0.003167571,45,0,6,LC,1,0,0,22680816,Melanerpes pucherani,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Melanerpes,LC,Decreasing,FALSE,FALSE,TRUE
Melanerpes pygmaeus,0.003363307,39,0,6,LC,1,0,0,22680847,Melanerpes pygmaeus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Melanerpes,LC,Decreasing,FALSE,FALSE,TRUE
Melanerpes striatus,0.079560318,1126,0,6,LC,1,0,0,22680834,Melanerpes striatus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Melanerpes,LC,Decreasing,FALSE,FALSE,TRUE
Melanerpes uropygialis,0.002305372,43,0,7,LC,1,0,0,22680853,Melanerpes uropygialis,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Melanerpes,LC,Stable,FALSE,FALSE,TRUE
Melospiza melodia,0.002507872,10040,1260,97,LC,1,0,0,22721058,Melospiza melodia,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Melospiza,LC,Decreasing,TRUE,TRUE,TRUE
Merops apiaster,0.002805656,35438,0,171,LC,1,0,0,22683756,Merops apiaster,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,MEROPIDAE,Merops,LC,Stable,FALSE,TRUE,TRUE
Metallura tyrianthina,0.025165712,130,0,6,LC,1,0,0,22688015,Metallura tyrianthina,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Metallura,LC,Stable,FALSE,FALSE,TRUE
Microcerculus marginatus,0.04137334,179773,1234,101,LC,1,0,0,22711542,Microcerculus marginatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Microcerculus,LC,Decreasing,FALSE,FALSE,TRUE
Microrhopias quixensis,0.039513754,818,0,7,LC,1,0,0,22701589,Microrhopias quixensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Microrhopias,LC,Decreasing,FALSE,FALSE,TRUE
Miliaria calandra,0.001803124,37,0,7,LC,1,0,0,22721020,Emberiza calandra,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Emberiza,LC,Decreasing,FALSE,FALSE,TRUE
Milvus migrans,0.005786031,1266,480,32,LC,1,0,0,181568721,Milvus migrans,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Milvus,LC,Stable,TRUE,TRUE,TRUE
Milvus milvus,0.000552,46,150,20,NT,2,0,0,22695072,Milvus milvus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Milvus,LC,Increasing,FALSE,FALSE,TRUE
Mimus parvulus,0.026375842,994,0,12,LC,1,0,0,22711053,Mimus parvulus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MIMIDAE,Mimus,LC,Stable,FALSE,FALSE,TRUE
Minla cyanouroptera,0.008025277,77,8,6,LC,1,0,0,22716576,Siva cyanouroptera,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Siva,LC,Decreasing,FALSE,FALSE,TRUE
Minla ignotincta,0.032093275,686,12,8,LC,1,0,0,22716582,Minla ignotincta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Minla,LC,Decreasing,FALSE,FALSE,TRUE
Mionectes oleagineus,0.014335264,7915,0,34,LC,1,0,0,22698796,Mionectes oleagineus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Mionectes,LC,Decreasing,FALSE,TRUE,TRUE
Mirafra javanica,0.006809239,102,0,6,LC,1,0,0,103765775,Mirafra javanica,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Mirafra,LC,Stable,FALSE,FALSE,TRUE
Monarcha browni,0.020858766,367,0,7,NT,2,0,0,22707326,Symposiachrus browni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Symposiachrus,NT,Decreasing,FALSE,FALSE,TRUE
Monarcha castaneiventris,0.009505335,147,0,6,LC,1,0,0,103715139,Monarcha castaneiventris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Monarcha,LC,Decreasing,FALSE,FALSE,TRUE
Monticola sharpei,0.018193551,640,18,10,LC,1,0,0,22708202,Monticola sharpei,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,LC,Decreasing,FALSE,FALSE,TRUE
Monticola solitarius,0.028304035,1402,0,11,LC,1,0,0,22708286,Monticola solitarius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,LC,Stable,FALSE,FALSE,TRUE
Montifringilla adamsi,0.003865827,153,0,10,LC,1,0,0,22718326,Montifringilla adamsi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Montifringilla,LC,Stable,FALSE,FALSE,TRUE
Montifringilla blanfordi,0.00481049,190,0,10,LC,1,0,0,22718339,Pyrgilauda blanfordi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Pyrgilauda,LC,Stable,FALSE,FALSE,TRUE
Montifringilla nivalis,0.003672437,3445,444,77,LC,1,0,0,103819582,Montifringilla nivalis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Montifringilla,LC,Stable,FALSE,FALSE,TRUE
Montifringilla ruficollis,0.007990272,4659,0,37,LC,1,0,0,22718336,Pyrgilauda ruficollis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Pyrgilauda,LC,Stable,FALSE,FALSE,TRUE
Montifringilla taczanowskii,0.005126583,3875,0,42,LC,1,0,0,22718330,Onychostruthus taczanowskii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Onychostruthus,LC,Stable,FALSE,TRUE,TRUE
Morus bassanus,0.006636889,90,12,7,LC,1,0,0,22696657,Morus bassanus,ANIMALIA,CHORDATA,AVES,SULIFORMES,SULIDAE,Morus,LC,Increasing,TRUE,FALSE,TRUE
Motacilla alba,0.002131328,56,0,8,LC,1,0,0,22718348,Motacilla alba,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MOTACILLIDAE,Motacilla,LC,Stable,FALSE,TRUE,TRUE
Motacilla cinerea,0.006237844,302,18,12,LC,1,0,0,22718392,Motacilla cinerea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MOTACILLIDAE,Motacilla,LC,Stable,FALSE,TRUE,TRUE
Motacilla citreola,0.005390625,40,24,8,LC,1,0,0,22718379,Motacilla citreola,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MOTACILLIDAE,Motacilla,LC,Increasing,TRUE,TRUE,TRUE
Motacilla flava,0.028533589,1833,176,19,LC,1,0,0,103822349,Motacilla flava,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MOTACILLIDAE,Motacilla,LC,Decreasing,FALSE,TRUE,TRUE
Muscicapa striata,0.022734938,1909,170,23,LC,1,0,0,22709192,Muscicapa striata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Muscicapa,LC,Decreasing,FALSE,FALSE,TRUE
Myadestes ralloides,0.040320821,650,12,7,LC,1,0,0,22708605,Myadestes ralloides,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Myadestes,LC,Decreasing,FALSE,FALSE,TRUE
Myiagra ferrocyanea,0.009893307,153,0,6,LC,1,0,0,22707380,Myiagra ferrocyanea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Myiagra,LC,Stable,FALSE,FALSE,TRUE
Myiagra hebetior,0.007630133,118,0,6,VU,3,1,0,103711371,Myiagra hebetior,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Myiagra,VU,Decreasing,FALSE,FALSE,TRUE
Myiarchus nugator,0.001367521,28,0,7,LC,1,0,0,22700439,Myiarchus nugator,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Myiarchus,LC,Decreasing,FALSE,FALSE,TRUE
Myiarchus tyrannulus,0.001321937,58,0,10,LC,1,0,0,22700436,Myiarchus tyrannulus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Myiarchus,LC,Increasing,FALSE,TRUE,TRUE
Myioborus albifacies,0.001634869,28,0,6,LC,1,0,0,22721925,Myioborus albifacies,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Myioborus,LC,Decreasing,FALSE,FALSE,TRUE
Myioborus castaneocapilla,0.002501661,60,0,7,LC,1,0,0,22721902,Myioborus castaneocapilla,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Myioborus,LC,Decreasing,FALSE,FALSE,TRUE
Myioborus miniatus,0.022122235,2301,0,14,LC,1,0,0,22721898,Myioborus miniatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Myioborus,LC,Decreasing,FALSE,FALSE,TRUE
Myioborus ornatus,0.003577331,184,0,10,LC,1,0,0,103804095,Myioborus ornatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Myioborus,LC,Decreasing,FALSE,FALSE,TRUE
Myiomela albiventris,0.012880195,5827,0,30,EN,4,1,1,22735423,Sholicola albiventris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Sholicola,VU,Decreasing,FALSE,FALSE,TRUE
Myiomela major,0.002004448,309,0,18,EN,4,1,1,22735416,Sholicola major,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Sholicola,EN,Decreasing,FALSE,FALSE,TRUE
Myrmeciza exsul,0.006922874,142,0,7,LC,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myrmeciza hemimelaena,0.015034305,32324,0,67,LC,1,0,0,22733838,Sciaphylax hemimelaena,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Sciaphylax,LC,Stable,FALSE,FALSE,TRUE
