to_IUCN	PopId	RefID	Year	TaxaClass	Family	Genus	Species	G_s	Common	Continent	Country	Location	n	FST	GlobalFST	Min.Distance	Max.Distance	Mean.Distance	N.Population	Ho	He	MNA	AR	Lat	Long	Msats	row_id	taxonid	scientific_name	kingdom	phylum	class	order	family	genus	category	population_trend	marine_system	freshwater_system	terrestrial_system	rlcat	meanGD	num_indiv	IUCN_fact	IUCN_binary
Cottus pitensis	487	R83	2013	Freshwater	Cottidae	Cottus	pitensis	Cottus_pitensis	Pit Sculpin	NAm	USA	Pit_Ash1	57	0.2298	Population	41369.94348	782964.275	277453.9442	56	0.1	0.104	NA	NA	41.159	-120.829	6	643	184085	Cottus pitensis	ANIMALIA	CHORDATA	ACTINOPTERYGII	SCORPAENIFORMES	COTTIDAE	Cottus	LC	Stable	FALSE	TRUE	FALSE	LC	0.129	217	1	0
Cottus ricei	508	R86	2013	Freshwater	Cottidae	Cottus	ricei	Cottus_ricei	Spoonhead sculpin	NAm	CAN	Dunvegan	12	NA	NA	54932.63488	179626.7095	117279.6722	4	NA	0.38	NA	3.1	55.921	-118.601	19	678	202668	Cottus ricei	ANIMALIA	CHORDATA	ACTINOPTERYGII	SCORPAENIFORMES	COTTIDAE	Cottus	LC	Stable	FALSE	TRUE	FALSE	LC	0.38	12	1	0
Cycleptus elongatus	169	R38	2008	Freshwater	Catostomidae	Cycleptus	elongatus	Cycleptus_elongatus	Blue Sucker	NAm	USA	H	230	0.0116	Population	186826.5474	10155486.11	4054329.736	16	0.685	0.705	NA	6.96	48.062	-107.537	14	206	6006	Cycleptus elongatus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	CATOSTOMIDAE	Cycleptus	LC	Decreasing	FALSE	TRUE	FALSE	LC	0.7225	402	1	0
Cyprinella gibbsi	564	R91	2013	Freshwater	Cyprinidae	Cyprinella	gibbsi	Cyprinella_gibbsi	Tallapoosa shiner	NAm	USA	Eagle Creek	30	0.0453	Population	12969.16108	50880.23785	30770.24018	16	0.608	0.655	10.75	9.926	32.857	-85.503	10	772	202080	Cyprinella gibbsi	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	CYPRINIDAE	Cyprinella	LC	Stable	FALSE	TRUE	FALSE	LC	0.718428571428571	240	1	0
Cyprinella lutrensis	581	R92	2014	Freshwater	Cyprinidae	Cyprinella	lutrensis	Cyprinella_lutrensis	Red Shiner	NAm	USA	Red 4	12	0.046	Global	24614.26673	884876.165	384454.1724	26	0.74	0.818	NA	NA	34.373	-99.659	9	790	191260	Cyprinella lutrensis	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	CYPRINIDAE	Cyprinella	LC	Stable	FALSE	TRUE	FALSE	LC	0.760454545454545	299	1	0
Cyprinodon artifrons	591	R94	2006	Freshwater	Cyprinidae	Cyprinodon	artifrons	Cyprinodon_artifrons	Yucatán pupfish	NAm	MEX	Laguna Chichancanab	50	0.0182	Population	Inf	0	NA	7	0.689	0.822	27.2	26	19.883	-88.768	5	802	190329	Cyprinodon artifrons	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	CYPRINODONTIDAE	Cyprinodon	LC	Stable	TRUE	TRUE	FALSE	LC	0.822	50	1	0
Cyprinodon beltrani	592	R94	2006	Freshwater	Cyprinidae	Cyprinodon	beltrani	Cyprinodon_beltrani	Blackfin pupfish	NAm	MEX	Laguna Chichancanab	47	0.007	Population	Inf	0	NA	7	0.745	0.85	26.4	25.9	19.883	-88.768	5	803	6146	Cyprinodon beltrani	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	CYPRINODONTIDAE	Cyprinodon	VU	Decreasing	FALSE	TRUE	FALSE	VU	0.85	47	3	1
Cyprinodon eremus	587	R93	2009	Freshwater	Cyprinidae	Cyprinodon	eremus	Cyprinodon_eremus	Desert pupfish	NAm	MEX	Quitobaquito Springs	19	0.0994	Population	37985.83957	948052.935	740935.363	11	0.83	0.84	14.3	10.6	40.34	-113.012	10	798	191303	Cyprinodon eremus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	CYPRINODONTIDAE	Cyprinodon	EN	Decreasing	FALSE	TRUE	FALSE	EN	0.841	39	4	1
Cyprinodon esconditus	593	R94	2006	Freshwater	Cyprinidae	Cyprinodon	esconditus	Cyprinodon_esconditus	Hidden pupfish	NAm	MEX	Laguna Chichancanab	45	0.0108	Population	Inf	0	NA	7	0.731	0.788	22.6	22.5	19.883	-88.768	5	804	191304	Cyprinodon esconditus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	CYPRINODONTIDAE	Cyprinodon	VU	Unknown	FALSE	TRUE	FALSE	VU	0.788	45	3	1
Cyprinodon labiosus	594	R94	2006	Freshwater	Cyprinidae	Cyprinodon	labiosus	Cyprinodon_labiosus	Thicklip pupfish	NAm	MEX	Laguna Chichancanab	45	0.0138	Population	Inf	0	NA	7	0.757	0.809	22.2	22.1	19.883	-88.768	5	805	6154	Cyprinodon labiosus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	CYPRINODONTIDAE	Cyprinodon	VU	Stable	FALSE	TRUE	FALSE	VU	0.809	45	3	1
Cyprinodon macularius	586	R93	2009	Freshwater	Cyprinidae	Cyprinodon	macularius	Cyprinodon_macularius	Desert pupfish	NAm	MEX	Pozo del Tules in Laguna Salada	20	0.0466	Population	35889.45464	873475.547	492130.9824	11	0.879	0.892	13	11.7	36.341	-115.604	10	797	62209	Cyprinodon macularius	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	CYPRINODONTIDAE	Cyprinodon	VU	Decreasing	FALSE	TRUE	FALSE	VU	0.905285714285714	179	3	1
Cyprinodon maya	595	R94	2006	Freshwater	Cyprinidae	Cyprinodon	maya	Cyprinodon_maya	Maya pupfish	NAm	MEX	Laguna Chichancanab	54	0.0123	Population	Inf	0	NA	7	0.725	0.789	25.4	23.5	19.883	-88.768	5	806	6158	Cyprinodon maya	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	CYPRINODONTIDAE	Cyprinodon	VU	Unknown	FALSE	TRUE	FALSE	VU	0.789	54	3	1
Cyprinodon simus	596	R94	2006	Freshwater	Cyprinidae	Cyprinodon	simus	Cyprinodon_simus	Boxer pupfish	NAm	MEX	Laguna Chichancanab	51	0.0091	Population	Inf	0	NA	7	0.776	0.816	21.4	20.4	19.883	-88.768	5	807	6167	Cyprinodon simus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	CYPRINODONTIDAE	Cyprinodon	NT	Unknown	FALSE	TRUE	FALSE	NT	0.816	51	2	0
Cyprinodon verecundus	597	R94	2006	Freshwater	Cyprinidae	Cyprinodon	verecundus	Cyprinodon_verecundus	Largefin pupfish	NAm	MEX	Laguna Chichancanab	51	0.0093	Population	Inf	0	NA	7	0.789	0.848	25.8	24.7	19.883	-88.768	5	808	6170	Cyprinodon verecundus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	CYPRINODONTIDAE	Cyprinodon	VU	Stable	FALSE	TRUE	FALSE	VU	0.848	51	3	1
Entosphenus macrostomus	1546	R190	2012	Freshwater	Petromyzontidae	Entosphenus	macrostomus	Entosphenus_macrostomus	Vancouver Lamprey	NAm	CAN	CowL1	115	0.0357	Population	4788.075884	771817.3735	101464.2052	13	0.485	0.5	3.198	3.093	48.913	-124.401	8	1944	11208	Entosphenus macrostoma	ANIMALIA	CHORDATA	CEPHALASPIDOMORPHI	PETROMYZONTIFORMES	PETROMYZONTIDAE	Entosphenus	EN	Unknown	FALSE	TRUE	FALSE	EN	0.493333333333333	199	4	1
Erimyzon claviformis	194	R39	2016	Freshwater	Catostomidae	Erimyzon	claviformis	Erimyzon_claviformis	Western Creek Chubsucker	NAm	USA	PG1	15	0.1055	Population	25059.70988	543586.2499	233660.1014	144	0.633	0.757	8	NA	31.845	-89.619	8	238	15350694	Erimyzon claviformis	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	CATOSTOMIDAE	Erimyzon	LC	Unknown	FALSE	TRUE	FALSE	LC	0.743666666666667	540	1	0
Esox lucius	982	R125	2014	Freshwater	Esocidae	Esox	lucius	Esox_lucius	Northern Pike	NAm	USA	North shore of Thousand Islands	85	0.059	Population	3012.249852	371454.0313	192359.1973	40	0.63	0.59	NA	5.15	44.275	-76.029	22	1244	135631	Esox lucius	ANIMALIA	CHORDATA	ACTINOPTERYGII	ESOCIFORMES	ESOCIDAE	Esox	LC	Stable	FALSE	TRUE	FALSE	LC	0.494254901960784	3754	1	0
Esox masquinongy	929	R122	2010	Freshwater	Esocidae	Esox	masquinongy	Esox_masquinongy	Muskellunge	NAm	USA	Lac Courte Oreilles	56	0.0309	Population	5243.383944	421382.1761	120563.7668	40	0.616	0.585	5.86	4.85	45.893	-91.437	14	1173	202401	Esox masquinongy	ANIMALIA	CHORDATA	ACTINOPTERYGII	ESOCIFORMES	ESOCIDAE	Esox	LC	Stable	FALSE	TRUE	FALSE	LC	0.5549	2416	1	0
Etheostoma akatulo	1324	R167	2013	Freshwater	Percidae	Etheostoma	akatulo	Etheostoma_akatulo	Bluemask Darter	NAm	USA	Lower Collins	19	0.1379	Population	12361.76841	40697.27254	30989.27213	6	0.315	0.3	4.8	3.85	35.531	-85.695	10	1690	202443	Etheostoma akatulo	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Etheostoma	EN	Decreasing	FALSE	TRUE	FALSE	EN	0.28025	137	4	1
Etheostoma artesiae	1335	R39	2016	Freshwater	Percidae	Etheostoma	artesiae	Etheostoma_artesiae	Redspot Darter	NAm	USA	BP3	15	0.0972	Population	10275.92873	512675.2517	238627.1659	144	0.643	0.689	6.625	NA	31.863	-91.116	8	1701	202444	Etheostoma artesiae	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Etheostoma	LC	Stable	FALSE	TRUE	FALSE	LC	0.752916666666667	180	1	0
Etheostoma bison	1290	R162	2013	Freshwater	Percidae	Etheostoma	bison	Etheostoma_bison	Buffalo Darter	NAm	USA	Coon Creek	43	0.04	Population	250073.1945	1195961.334	573089.8034	4	0.602	0.71	9.643	NA	35.122	-84.558	14	1631	202452	Etheostoma bison	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Etheostoma	LC	Stable	FALSE	TRUE	FALSE	LC	0.708	69	1	0
Etheostoma blennioides	1394	R169	2009	Freshwater	Percidae	Etheostoma	blennioides	Etheostoma_blennioides	Greenside Darter	NAm	CAN	Petrolia Dam	27	0.0284	Population	26916.78898	152810.9637	61280.69436	8	0.6	0.67	9	NA	42.881	-82.14	9	1766	202453	Etheostoma blennioides	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Etheostoma	LC	Stable	FALSE	TRUE	FALSE	LC	0.6925	1096	1	0
Etheostoma caeruleum	1293	R163	2015	Freshwater	Percidae	Etheostoma	caeruleum	Etheostoma_caeruleum	Rainbow Darter	NAm	USA	Mquoketa 1	271	0.0143	Population	7803.194655	143607.0043	76785.43216	14	0.857	0.842	10.688	6.872	42.65861	-91.5875	8	1646	202458	Etheostoma caeruleum	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Etheostoma	LC	Stable	FALSE	TRUE	FALSE	LC	0.8345	422	1	0
Etheostoma fonticola	1318	R166	2016	Freshwater	Percidae	Etheostoma	fonticola	Etheostoma_fonticola	Fountain Darter	NAm	USA	Garden Street	30	0.0126	Population	1166.66361	28150.59121	16910.8567	16	0.604	0.624	NA	6.99	29.7	-98.117	23	1676	8114	Etheostoma fonticola	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Etheostoma	EN	Unknown	FALSE	TRUE	FALSE	EN	0.641125	298	4	1
Etheostoma nigrum	1383	R44	2012	Freshwater	Percidae	Etheostoma	nigrum	Etheostoma_nigrum	Johnny Darter	NAm	USA	McKenzie Lake	44	0.23	Population	47343.00323	330029.4668	166952.0739	38	0.635	0.646	9.71	8.59	45.936	-92.046	14	1755	202507	Etheostoma nigrum	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Etheostoma	LC	Stable	FALSE	TRUE	FALSE	LC	0.6405	784	1	0
Etheostoma nuchale	1294	R164	2011	Freshwater	Percidae	Etheostoma	nuchale	Etheostoma_nuchale	Watercress Darter	NAm	USA	Glenn Spring (GS)	22	0.197	Population	3617.087093	55555.98581	32729.71469	8	0.702	0.741	6.44	6.28	33.381	-87.046	9	1649	8122	Etheostoma nuchale	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Etheostoma	EN	Unknown	FALSE	TRUE	FALSE	EN	0.715	85	4	1
Etheostoma parvipinne	1351	R39	2016	Freshwater	Percidae	Etheostoma	parvipinne	Etheostoma_parvipinne	Goldstripe Darter	NAm	USA	PG1	15	0.0687	Population	29988.08115	521963.7297	226028.2826	144	0.697	0.834	11.125	NA	32.093	-89.495	8	1717	202512	Etheostoma parvipinne	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Etheostoma	LC	Stable	FALSE	TRUE	FALSE	LC	0.819083333333333	180	1	0
Etheostoma raneyi	1364	R168	2012	Freshwater	Percidae	Etheostoma	raneyi	Etheostoma_raneyi	Yazoo Darter	NAm	USA	b2	21	0.1394	Population	8129.357486	75682.60702	41425.18562	17	NA	NA	NA	NA	34.682	-89.172	10	1730	202524	Etheostoma raneyi	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Etheostoma	NT	Unknown	FALSE	TRUE	FALSE	NT	0.660666666666667	212	2	0
Etheostoma sitikuense	1179	R144	2012	Freshwater	Ictaluridae	Etheostoma	sitikuense	Etheostoma_sitikuense	Citico darter	NAm	USA	Abrams Creek	31	0.02	Population	4362.195102	19289.49623	11765.17175	6	0.227	0.225	NA	2.615	35.57	-83.985	9	1507	202533	Etheostoma sitikuense	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Etheostoma	VU	Stable	FALSE	TRUE	FALSE	VU	0.2265	56	3	1
Etheostoma swaini	1296	R164	2011	Freshwater	Percidae	Etheostoma	swaini	Etheostoma_swaini	Gulf Darter	NAm	USA	Tapawingo Spring	59	0.2044	Population	22836.50825	63673.30565	41867.08052	8	0.663	0.617	4.835	4.445	33.408738	-87.519811	9	1651	202539	Etheostoma swaini	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Etheostoma	LC	Stable	FALSE	TRUE	FALSE	LC	0.807	138	1	0
Etheostoma tallapoosae	1308	R91	2013	Freshwater	Percidae	Etheostoma	tallapoosae	Etheostoma_tallapoosae	Tallapoosa darter	NAm	USA	Sweetwater Creek	30	0.013	Population	645.1403854	36626.09047	20359.16804	16	0.7	0.675	11	9.262	32.992	-85.694	10	1664	202541	Etheostoma tallapoosae	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Etheostoma	LC	Stable	FALSE	TRUE	FALSE	LC	0.689125	239	1	0
Etheostoma whipplei	1349	R39	2016	Freshwater	Percidae	Etheostoma	whipplei	Etheostoma_whipplei	Redfin Darter	NAm	USA	MW5	15	0.0601	Population	5362.574484	545163.1639	301551.7707	144	0.708	0.768	8.5	NA	35.584	-91.531	8	1715	202551	Etheostoma whipplei	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Etheostoma	LC	Stable	FALSE	TRUE	FALSE	LC	0.6745	180	1	0
Fundulus heteroclitus	1054	R128	2006	Brackish	Fundulidae	Fundulus	heteroclitus	Fundulus_heteroclitus	Mummichog	NAm	USA	New Bedford	20	0.1313	Population	47954.98892	1461037.874	530819.3957	15	0.41	0.4	3.24	NA	41.567	-70.915	13	1339	189824	Fundulus heteroclitus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	FUNDULIDAE	Fundulus	LC	Stable	TRUE	TRUE	FALSE	LC	0.447083333333333	731	1	0
Fundulus olivaceus	1042	R39	2016	Freshwater	Fundulidae	Fundulus	olivaceus	Fundulus_olivaceus	Blackspotted Topminnow	NAm	USA	PG6	15	0.1085	Population	26159.32055	636468.1661	297913.7747	144	0.692	0.642	11	NA	31.066	-89.268	8	1327	202387	Fundulus olivaceus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	FUNDULIDAE	Fundulus	LC	Stable	FALSE	TRUE	FALSE	LC	0.709277777777778	789	1	0
Gambusia affinis	1621	R207	2014	Freshwater	Poeciliidae	Gambusia	affinis	Gambusia_affinis	Western mosquitofish	NAm	USA	James Creek	21	0.3061	Population	43416.54168	1710717.404	706407.6004	42	0.55	0.63	4.6	NA	33.91	-86.96	18	2034	166562	Gambusia affinis	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	POECILIIDAE	Gambusia	LC	Stable	FALSE	TRUE	FALSE	LC	0.642642857142857	956	1	0
Gambusia heterochir	1604	R206	2000	Freshwater	Poeciliidae	Gambusia	heterochir	Gambusia_heterochir	Clear Creek gambusia	NAm	USA	L	149	0.311866667	Population	23.71048683	16216.87342	2627.131915	13	0.575667	0.615667	5.833333333	NA	30.907054	-99.961128	9	2011	8892	Gambusia heterochir	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	POECILIIDAE	Gambusia	VU	Stable	FALSE	TRUE	FALSE	VU	0.615667	149	3	1
Gambusia holbrooki	1638	R207	2014	Freshwater	Poeciliidae	Gambusia	holbrooki	Gambusia_holbrooki	Eastern mosquitofish	NAm	USA	Potomac Creek	30	0.3596	Population	72194.82193	2660800.092	1241662.241	42	0.41	0.53	6	NA	38.36	-77.39	18	2051	202394	Gambusia holbrooki	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	POECILIIDAE	Gambusia	LC	Stable	FALSE	TRUE	FALSE	LC	0.604444444444444	537	1	0
Gasterosteus aculeatus	1122	R138	2000	Anadromous	Gasterosteidae	Gasterosteus	aculeatus	Gasterosteus_aculeatus	Threespine Stickleback	NAm	CAN	Nanaimo River	27	0.052	Population	26070.65343	93821.52615	68785.68259	19	NA	0.798	NA	NA	49.13	-123.882	6	1426	8951	Gasterosteus aculeatus	ANIMALIA	CHORDATA	ACTINOPTERYGII	GASTEROSTEIFORMES	GASTEROSTEIDAE	Gasterosteus	LC	Unknown	TRUE	TRUE	FALSE	LC	0.619705882352941	NA	1	0
Gila bicolor	679	R100	2015	Freshwater	Cyprinidae	Gila	bicolor	Gila_bicolor	Tui Chub (Lahontan)	NAm	USA	Stillwater National Wildlife Refuge	32	0.0855	Population	11844.38749	288918.1274	120775.1722	11	0.804	0.796	10.44	5.38	39.464	-118.762	9	893	62200	Siphateles bicolor	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	CYPRINIDAE	Siphateles	LC	Decreasing	FALSE	TRUE	FALSE	LC	0.757128205128205	982	1	0
Gila cypha	635	R98	2007	Freshwater	Cyprinidae	Gila	cypha	Gila_cypha	Humpback Chub	NAm	USA	Grand Canyon	234	0.0565	Population	409661.2598	563240.814	450314.9743	6	0.772	0.75	9.033	NA	36.243	-112.372	16	849	9184	Gila cypha	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	LEUCISCIDAE	Gila	EN	Decreasing	FALSE	TRUE	FALSE	EN	0.783333333333333	439	4	1
Gila nigra	651	R99	2015	Freshwater	Cyprinidae	Gila	nigra	Gila_nigra	Headwater Chub	NAm	USA	Fossil Creek	26	0.41	Global	30223.37549	1265464.79	244519.1433	34	NA	NA	NA	1.8	34.895	-111.576	10	865	202106	Gila nigra	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	LEUCISCIDAE	Gila	NT	Decreasing	FALSE	TRUE	FALSE	NT	0.657	249	2	0
Gila orcuttii	604	R95	2016	Freshwater	Cyprinidae	Gila	orcuttii	Gila_orcuttii	Arroyo Chub	NAm	USA	Santa Ana River	40	0.1256	Population	45360.57026	126609.0343	77131.53675	8	0.847	0.871	14.6	11.36	34.036	-117.357	10	815	202107	Gila orcuttii	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	LEUCISCIDAE	Gila	VU	Decreasing	FALSE	TRUE	FALSE	VU	0.75625	259	3	1
Gila robusta	665	R99	2015	Freshwater	Cyprinidae	Gila	robusta	Gila_robusta	Roundtail Chub	NAm	USA	Trout Creek	30	0.41	Global	1124477.15	1598604.739	1376969.819	34	NA	NA	NA	4	34.996	-125.455	10	879	62201	Gila robusta	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	LEUCISCIDAE	Gila	VU	Decreasing	FALSE	TRUE	FALSE	VU	0.769	410	3	1
Hoplias malabaricus	901	R118	2010	Freshwater	Erythrinidae	Hoplias	malabaricus	Hoplias_malabaricus	Wolf fish	SAm	BRA	Northwest Goias state	48	NA	NA	Inf	0	NA	1	0.032	0.36	6.5	NA	-17.009	-49.357	6	1143	186393	Hoplias malabaricus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CHARACIFORMES	ERYTHRINIDAE	Hoplias	LC	Stable	FALSE	TRUE	FALSE	LC	0.36	48	1	0
Hoplias microlepis	902	R119	2013	Freshwater	Erythrinidae	Hoplias	microlepis	Hoplias_microlepis	Guanchiche	SAm	ECU	Babahoyo River	32	NA	NA	Inf	0	NA	1	0.396	0.411	4.071	NA	-1.798	-79.539	14	1144	149103814	Hoplias microlepis	ANIMALIA	CHORDATA	ACTINOPTERYGII	CHARACIFORMES	ERYTHRINIDAE	Hoplias	LC	Unknown	FALSE	TRUE	FALSE	LC	0.411	32	1	0
Hybognathus placitus	695	R92	2014	Freshwater	Cyprinidae	Hybognathus	placitus	Hybognathus_placitus	Plains Minnow	NAm	USA	Arkansas 14	35	0.111	Global	46567.11502	947709.1234	358809.7694	26	0.565	0.745	10.38	NA	35.779	-95.618	9	912	202114	Hybognathus placitus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	CYPRINIDAE	Hybognathus	LC	Decreasing	FALSE	TRUE	FALSE	LC	0.732285714285714	200	1	0
Ichthyoelephas longirostris	1728	R217	2016	Freshwater	Prochilodontidae	Ichthyoelephas	longirostris	Ichthyoelephas_longirostris	Patalo 	SAm	COL	San Bartolome	23	0.0155	Population	90634.71812	251388.1998	178947.9945	5	0.692	0.768	8.316	NA	5.779	-74.681	19	2153	49830164	Ichthyoelephas longirostris	ANIMALIA	CHORDATA	ACTINOPTERYGII	CHARACIFORMES	PROCHILODONTIDAE	Ichthyoelephas	VU	Decreasing	FALSE	TRUE	FALSE	VU	0.714166666666667	253	3	1
Kryptolebias marmoratus	107	R24	2015	Brackish	Aplocheiddidae	Kryptolebias	marmoratus	Kryptolebias_marmoratus	Mangrove killifish	CAm	HND	Utila Island	20	0.307	Population	142822.632	162953.8324	151243.2273	6	0.497	0.005	3.97	3.97	16.1	-86.933	32	126	19735	Kryptolebias marmoratus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	RIVULIDAE	Kryptolebias	LC	Unknown	TRUE	TRUE	FALSE	LC	0.246166666666667	243	1	0
Lepisosteus oculatus	1204	R147	2015	Freshwater	Lepisosteidae	Lepisosteus	oculatus	Lepisosteus_oculatus	Spotted gar	NAm	USA	Lac des Allemands	39	0.1242	Population	204747.9089	1677689.542	1079666.878	8	0.555	0.604	NA	6.875	29.915	-90.573	8	1535	191026	Lepisosteus oculatus	ANIMALIA	CHORDATA	ACTINOPTERYGII	LEPISOSTEIFORMES	LEPISOSTEIDAE	Lepisosteus	LC	Stable	TRUE	TRUE	FALSE	LC	0.5564	484	1	0
Leporinus elongatus	93	R17	2014	Freshwater	Anostomidae	Leporinus	elongatus	Leporinus_elongatus	Piapara	SAm	BRA	Sapucai-Mirim river	27	NA	NA	2253106.494	2253106.494	2253106.494	4	0.667	0.817	12.29	NA	-2.249	-45.761	8	112	167695	Leporinus obtusidens	ANIMALIA	CHORDATA	ACTINOPTERYGII	CHARACIFORMES	ANOSTOMIDAE	Leporinus	LC	Decreasing	FALSE	TRUE	FALSE	LC	0.7882	349	1	0
Lota lota	1212	R150	2008	Freshwater	Lotidae	Lota	lota	Lota_lota	Burbot	NAm	USA	 Sakakawea Lake 	28	0.164	Population	460758.8487	3152338.369	1489108.513	9	NA	0.75	10.56	NA	47.617	-102.233	9	1545	135675	Lota lota	ANIMALIA	CHORDATA	ACTINOPTERYGII	GADIFORMES	LOTIDAE	Lota	LC	Stable	FALSE	TRUE	FALSE	LC	0.630944444444444	755	1	0
Meda fulgida	701	R37	2011	Freshwater	Cyprinidae	Meda	fulgida	Meda_fulgida	Spikedace	NAm	USA	Heart Bar	168	0.022	Population	216.9969061	77286.05666	28084.62578	20	0.782	0.818	NA	9.75	33.213	-108.233	10	923	12923	Meda fulgida	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	CYPRINIDAE	Meda	EN	Decreasing	FALSE	TRUE	FALSE	EN	0.806428571428571	338	4	1
Micropogonias furnieri	4032	R362	2011	Freshwater	Sciaenidae	Micropogonias	furnieri	Micropogonias_furnieri	White croaker	SAm	URY	Laguna de Rocha	31	0.0978	Population	11192.62269	184769.8254	91064.5375	5	0.723	0.837	12.286	NA	-34.617	-54.25	7	4631	195076	Micropogonias furnieri	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	SCIAENIDAE	Micropogonias	LC	Decreasing	TRUE	FALSE	FALSE	LC	0.7464	144	1	0
Micropterus dolomieu	247	R46	2011	Freshwater	Centrarchidae	Micropterus	dolomieu	Micropterus_dolomieu	Smallmouth Bass	NAm	USA	Chautauqua Creek	197	0.0361	Population	20782.63808	67296.11174	35107.32814	7	0.535	0.528	NA	NA	42.338	-79.607	7	313	202564	Micropterus dolomieu	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	CENTRARCHIDAE	Micropterus	LC	Stable	FALSE	TRUE	FALSE	LC	0.507315789473684	892	1	0
Micropterus treculii	253	R47	2012	Freshwater	Centrarchidae	Micropterus	treculii	Micropterus_treculii	Guadalupe Bass	NAm	USA	Medina	33	0.2318	Population	53811.84696	244703.7001	132236.1965	9	0.51	0.48	5.01	NA	29.723	-99.068	15	324	13405	Micropterus treculii	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	CENTRARCHIDAE	Micropterus	NT	Unknown	FALSE	TRUE	FALSE	NT	0.487777777777778	494	2	0
Morone americana	1235	R153	2013	Brackish	Moronidae	Morone	americana	Morone_americana	White Perch	NAm	USA	Lake Champlain, Mouth of the Saranac River	97	0.0347	Population	39563.22873	262294.4872	144880.2197	5	0.429	0.434	3.667	NA	44.698	-73.451	3	1569	184088	Morone americana	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	MORONIDAE	Morone	LC	Stable	TRUE	TRUE	FALSE	LC	0.5015	120	1	0
Morone saxatilis	1233	R152	2013	Anadromous	Moronidae	Morone	saxatilis	Morone_saxatilis	Striped Bass	NAm	USA	North Carolina	142	0.0228	Population	372222.253	622163.0176	469591.5776	5	0.76	0.756	12.143	11.536	36.077	-76.708	14	1566	192942	Morone saxatilis	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	MORONIDAE	Morone	LC	Unknown	TRUE	TRUE	FALSE	LC	0.7516	1115	1	0
